tenure,monthly_charges,total_charges,contract,internet_service,senior_citizen,paperless_billing,payment_method,churn
25,19.47,531.6,0,1,0,1,1,0
7,76.06,570.58,0,2,0,1,1,0
46,58.63,2901.57,0,1,1,0,1,1
71,55.84,4256.98,0,0,0,0,0,1
45,36.48,1528.19,1,1,0,1,3,0
67,61.44,4351.12,0,1,0,1,3,1
32,117.43,3929.02,2,1,1,1,3,1
0,48.07,0.0,0,0,0,1,0,1
18,78.57,1334.87,2,1,1,0,0,0
30,96.43,2843.17,0,1,0,1,2,1
13,93.66,1167.64,2,0,1,0,3,0
52,51.21,2533.99,0,0,0,0,2,0
47,79.7,3860.06,1,1,0,0,2,1
68,106.0,6723.54,0,1,1,1,0,1
61,19.56,1184.76,0,2,0,1,1,0
65,62.01,4148.86,1,1,0,0,0,0
63,40.65,2371.59,1,1,1,1,0,0
69,57.25,3758.25,1,0,0,1,1,0
62,60.01,4068.4,0,2,0,1,1,1
32,93.41,3165.73,0,1,0,1,0,1
40,27.48,1138.1,1,1,0,1,3,0
47,69.77,3512.65,0,0,1,1,2,1
12,74.98,812.3,0,0,0,1,3,1
30,67.91,1836.05,0,1,0,0,2,1
67,91.92,5732.42,0,0,0,1,3,1
3,56.76,170.12,0,0,1,0,1,1
18,113.44,2070.5,1,0,0,1,3,0
69,66.66,4244.17,2,0,0,1,0,0
12,75.69,830.58,0,1,0,0,2,1
22,101.38,2376.82,2,1,1,1,2,1
0,45.8,0.0,1,0,0,0,3,0
53,25.6,1490.44,2,1,1,1,1,0
70,89.49,5925.21,2,2,1,1,0,0
14,66.78,962.44,1,2,0,0,1,0
64,108.55,7370.13,0,1,0,0,0,1
70,117.25,8819.19,0,1,0,0,0,1
14,58.31,784.72,0,0,0,1,0,0
20,59.96,1125.64,2,1,0,1,3,0
18,59.2,1007.23,2,1,0,0,0,0
59,50.78,3095.93,1,1,0,0,0,0
32,96.95,3116.26,2,0,1,1,0,0
48,94.66,4633.64,2,1,0,1,2,0
34,66.34,2039.26,0,2,0,1,2,0
43,22.51,946.82,1,2,0,1,3,0
10,49.27,473.99,0,1,0,0,3,1
71,47.52,3619.39,0,0,0,1,2,0
65,99.92,6853.65,0,0,0,0,2,1
45,26.85,1191.23,0,2,1,0,0,1
8,99.37,815.71,1,0,0,0,2,0
2,85.59,155.69,0,1,0,1,3,1
25,91.98,2362.62,2,1,1,0,3,0
71,61.65,4024.53,0,1,0,1,0,1
47,86.65,4246.87,0,1,0,1,1,1
65,79.51,5244.47,2,2,0,1,1,0
69,95.67,6337.83,1,0,0,1,2,0
27,63.12,1660.22,0,2,0,0,0,0
25,65.76,1509.22,0,2,0,1,2,0
24,83.0,1921.4,0,2,1,0,0,1
11,28.92,347.82,2,1,0,0,2,1
4,62.06,247.55,1,1,0,1,3,1
47,116.17,5431.86,0,2,0,1,3,1
36,21.79,804.71,0,1,0,1,1,1
43,49.92,2139.88,2,1,0,0,1,0
14,49.73,676.1,1,0,0,0,2,0
42,81.98,3194.92,2,0,0,0,3,0
47,28.69,1383.57,0,1,0,0,2,1
69,81.48,5902.01,2,1,0,0,3,0
45,27.6,1347.1,1,1,0,0,0,0
42,27.59,1043.6,1,0,0,0,3,0
20,91.55,1672.31,0,2,0,1,1,0
22,50.74,1205.45,2,1,0,1,3,0
46,116.72,5509.96,1,1,0,1,2,0
14,21.77,332.69,2,2,0,1,0,0
24,62.96,1490.14,0,0,0,0,1,1
35,29.43,1012.89,0,1,0,0,0,1
50,53.49,2591.2,0,1,0,0,1,1
14,118.82,1544.65,0,1,0,0,1,1
67,107.77,7045.32,0,1,0,1,0,1
20,22.88,413.18,0,0,0,1,0,1
12,74.89,900.35,0,1,0,1,3,1
18,83.43,1606.02,2,1,0,0,3,0
33,39.16,1246.07,0,0,1,1,1,0
67,32.66,2010.82,0,2,1,1,3,1
51,109.34,6104.71,2,1,0,0,3,0
26,115.85,2788.59,1,2,0,1,1,0
28,118.18,3328.03,1,1,0,1,3,1
27,97.77,2803.03,0,1,0,1,0,1
34,85.01,2747.18,0,2,1,0,2,1
7,52.92,395.74,0,2,0,0,0,1
15,35.31,535.69,0,0,0,0,2,1
35,25.98,878.74,2,2,0,0,0,0
29,88.02,2739.27,1,1,0,1,2,0
17,97.26,1693.76,0,0,0,1,2,1
1,101.47,103.81,2,1,0,1,3,1
48,110.29,5298.17,0,2,0,0,1,1
3,106.87,306.17,0,2,1,0,0,1
6,118.97,685.96,2,0,0,1,3,0
38,42.65,1487.18,0,1,1,1,0,1
12,95.09,1082.59,2,2,0,0,0,0
30,77.23,2213.95,0,1,0,1,2,1
70,44.39,2833.05,1,1,0,0,2,0
62,117.17,6698.36,0,1,0,1,1,1
55,108.69,5703.27,0,0,0,0,2,1
41,30.98,1315.21,1,1,1,1,0,0
60,20.64,1160.19,2,0,1,0,2,0
41,87.52,3604.0,2,1,0,1,3,0
55,79.02,4352.97,1,0,0,0,3,0
35,112.52,4201.3,2,1,0,1,2,0
67,41.63,2850.11,0,1,0,1,1,1
6,26.52,172.39,0,1,0,1,2,1
53,44.18,2401.53,0,1,0,0,3,1
0,19.91,0.0,1,0,0,1,0,0
43,21.63,908.05,2,2,0,0,0,0
44,110.4,5050.98,1,1,0,0,0,1
46,53.55,2451.04,2,1,0,1,3,0
12,59.49,702.37,1,0,0,0,3,0
21,19.86,431.37,0,0,1,1,0,1
20,45.32,867.56,0,2,0,1,1,0
8,99.28,859.21,2,1,0,1,1,1
25,80.16,1969.19,0,1,0,0,0,1
8,94.13,772.8,0,0,0,0,0,1
14,63.17,969.69,0,1,0,1,3,1
9,49.28,468.84,0,2,0,0,2,1
41,66.76,2754.47,1,0,0,1,3,0
71,50.63,3853.11,0,1,0,0,2,1
23,102.74,2391.58,2,2,0,0,2,0
48,48.07,2280.43,0,1,0,1,2,1
25,84.64,2274.05,1,0,0,1,2,0
36,31.84,1037.84,1,1,0,0,0,0
67,87.37,5745.46,1,0,0,0,2,0
49,110.24,5232.14,2,2,0,1,2,0
23,79.47,1906.07,0,1,0,0,2,1
18,74.55,1211.09,0,2,0,0,3,1
59,115.07,7007.54,0,0,0,0,3,1
38,81.37,2997.05,2,1,0,1,3,1
17,44.21,691.13,2,0,0,1,1,0
18,47.53,937.73,0,1,1,1,3,1
35,89.24,2943.64,1,0,0,0,1,0
54,92.28,4832.76,0,0,0,0,3,1
68,48.65,3114.37,0,2,0,0,1,0
46,52.88,2511.29,1,0,0,0,3,0
48,118.1,5989.11,0,1,0,0,0,1
32,28.3,970.92,0,2,0,1,3,1
20,58.87,1132.89,1,2,0,0,1,0
21,24.31,513.02,2,0,0,1,2,0
47,100.93,4898.6,0,2,0,1,3,1
36,27.33,1009.37,1,0,0,1,2,0
14,86.07,1257.04,0,1,0,0,2,1
34,23.7,849.27,0,2,1,1,3,1
70,85.96,5532.78,1,2,0,1,3,0
31,103.15,2985.52,0,2,0,1,0,1
10,58.28,610.11,0,2,0,1,1,0
9,70.73,633.6,0,0,1,1,3,1
56,58.56,3231.5,2,1,0,1,1,0
24,48.35,1150.06,0,1,1,0,3,1
1,99.13,96.59,0,1,0,1,2,1
63,45.47,2916.78,0,0,0,1,2,1
34,91.02,2985.33,0,0,0,1,3,1
6,38.83,239.36,1,2,0,0,1,0
17,43.24,691.36,0,2,0,1,1,1
66,51.98,3607.49,2,1,0,0,2,0
41,77.5,3356.46,1,1,0,1,1,0
38,63.9,2466.33,1,1,0,1,1,0
40,93.26,3632.9,0,1,0,0,0,1
23,39.57,821.72,0,2,0,1,2,0
59,19.08,1040.51,0,0,0,0,1,0
45,96.43,3974.57,0,1,0,0,0,1
18,100.99,1639.75,0,2,0,0,3,1
67,24.01,1680.17,1,2,0,0,0,0
41,79.7,3565.76,0,1,0,0,0,1
31,56.2,1571.87,0,0,0,0,0,0
38,98.18,3441.84,0,2,0,1,0,1
35,106.32,3989.63,0,1,0,0,0,1
35,103.95,3775.41,2,1,0,1,0,0
2,96.5,189.32,0,1,0,1,3,1
7,45.17,347.35,2,0,1,1,3,0
69,100.0,7001.6,1,0,0,1,2,0
40,71.88,2972.73,2,1,0,0,2,0
67,23.33,1611.0,0,0,0,0,3,1
12,64.15,727.11,2,0,0,0,3,0
48,113.16,5418.78,0,1,0,0,2,1
59,107.67,5992.23,1,1,1,0,0,0
1,28.33,28.38,0,0,1,1,1,1
59,93.16,4980.63,0,0,0,1,0,1
4,99.39,388.17,1,2,0,1,3,0
43,45.41,1902.72,1,0,0,0,2,0
26,65.63,1635.27,0,1,0,0,2,1
31,89.81,2549.82,0,0,1,0,0,1
20,62.34,1314.37,1,2,0,1,2,0
7,29.39,202.46,0,1,0,0,3,1
71,89.29,6737.68,0,0,0,1,3,1
49,110.08,5756.1,2,0,0,1,1,0
66,83.9,5220.21,2,1,0,0,3,0
43,96.15,4069.4,2,1,0,0,1,1
57,54.19,3225.34,2,1,0,1,1,0
2,36.5,72.99,0,0,0,1,0,1
69,82.92,6127.78,2,1,0,1,2,0
1,51.1,51.83,0,1,0,0,3,1
43,104.87,4626.28,0,1,0,1,2,1
1,30.39,32.13,2,0,0,0,1,0
34,61.78,1941.81,0,1,0,0,3,1
29,58.07,1712.41,0,0,0,1,2,0
7,112.74,723.75,0,1,0,1,3,1
21,33.47,669.21,0,1,0,0,0,1
43,18.99,769.63,1,2,0,0,3,0
57,42.05,2429.0,0,1,0,1,1,1
35,100.85,3772.53,0,1,0,1,3,1
68,39.14,2466.06,0,0,1,1,0,0
30,42.33,1338.07,0,0,0,0,0,1
46,31.12,1329.33,0,0,0,1,2,1
54,90.26,4571.53,2,0,0,1,0,0
61,24.99,1651.51,0,0,0,1,1,1
29,51.45,1345.75,2,2,1,1,0,0
54,46.53,2360.43,0,1,1,1,2,1
15,74.07,1047.84,0,0,0,0,0,0
11,91.77,965.43,0,0,0,0,0,1
16,71.82,1117.73,0,1,0,1,3,1
15,112.03,1547.08,0,0,0,1,2,1
11,114.1,1247.18,0,0,0,1,3,1
7,54.51,373.89,0,1,0,0,2,1
2,96.55,197.92,0,2,0,0,2,1
15,92.62,1491.42,1,1,0,1,2,0
29,108.19,3010.58,2,1,0,1,2,1
22,63.24,1404.22,0,2,0,0,2,0
4,71.58,278.95,1,0,0,1,2,0
64,59.99,3486.33,1,0,0,0,0,0
29,103.89,3206.28,0,1,0,1,0,1
20,41.2,846.12,2,1,0,1,0,0
69,42.21,2622.51,2,1,0,1,1,0
21,55.63,1109.72,0,0,0,0,2,1
71,41.26,2817.55,1,2,1,1,0,0
31,74.66,2458.67,1,0,0,1,2,0
32,31.58,1063.25,0,2,0,0,3,0
15,50.34,739.42,0,2,1,1,1,1
37,110.26,3800.04,2,1,0,1,2,0
13,59.33,753.71,2,2,0,1,0,0
35,93.57,3478.09,0,1,0,0,1,1
22,29.46,641.95,0,2,0,1,3,1
65,43.0,2580.27,2,0,0,0,2,0
1,99.54,90.35,0,2,0,1,1,1
64,95.06,5881.05,1,0,0,1,2,0
66,57.0,3497.43,0,2,0,1,1,0
51,114.39,6119.8,0,1,0,1,0,1
61,109.97,6411.34,0,0,0,0,2,1
22,115.19,2725.49,0,0,0,1,2,1
25,61.22,1566.42,0,1,0,0,2,1
67,37.94,2487.92,1,1,0,1,0,0
54,81.29,4486.28,1,0,0,0,1,0
5,87.16,417.95,0,0,0,0,0,1
34,30.67,967.98,1,1,0,1,3,0
21,97.43,2235.97,0,1,0,1,3,1
42,19.82,842.96,0,1,0,0,3,1
14,66.76,842.55,0,2,0,0,1,0
59,51.43,2919.25,0,1,1,1,2,1
11,92.77,950.98,2,0,0,1,1,0
48,49.59,2265.2,1,1,0,0,3,0
41,101.51,3792.1,0,1,0,1,1,1
37,78.09,2742.02,1,0,0,0,2,0
44,98.18,4478.04,0,1,0,0,2,1
34,117.92,4266.36,0,1,0,1,1,1
29,86.59,2434.47,0,2,0,1,3,1
29,117.48,3422.23,1,1,1,0,2,1
5,20.91,94.97,0,1,0,1,3,1
66,52.15,3160.22,2,0,0,1,2,0
6,28.89,175.14,0,1,0,1,3,1
51,44.49,2423.54,0,0,0,1,1,1
13,102.73,1225.44,2,1,0,0,0,0
14,21.26,292.79,0,1,1,1,0,1
20,70.54,1543.54,2,2,1,1,3,0
34,75.28,2681.76,2,0,0,0,2,0
65,74.68,4560.62,2,0,0,0,1,0
1,66.01,63.17,0,1,0,1,2,1
34,97.85,3624.93,0,1,1,1,0,1
19,31.49,564.92,2,0,1,1,0,0
9,49.37,439.08,1,0,0,1,1,0
24,80.19,1868.98,1,1,0,1,3,0
65,87.79,5694.98,0,1,0,1,1,1
24,58.82,1337.31,0,2,0,0,0,0
53,106.41,5829.62,0,0,1,0,1,1
32,59.96,1816.87,0,2,0,1,0,1
35,58.68,2095.74,0,1,1,1,2,1
13,21.66,273.57,0,0,0,1,0,0
64,73.67,4480.53,0,1,0,0,0,1
53,89.58,4932.9,2,1,0,1,1,1
51,29.56,1647.84,1,0,0,1,1,0
2,48.85,104.92,0,1,0,1,1,1
40,96.91,3556.08,0,1,0,1,2,1
5,54.96,272.29,1,0,0,0,1,0
24,42.4,1057.24,0,0,0,0,2,1
12,85.89,1043.59,2,0,0,1,3,0
7,37.87,277.09,2,2,1,1,1,0
20,108.46,2375.33,2,0,0,1,1,0
67,28.67,1860.29,1,2,0,1,3,0
24,89.36,2260.83,0,1,0,0,3,1
67,68.45,4213.82,1,1,0,0,3,0
44,105.86,5002.29,0,1,0,0,0,1
59,30.75,1915.28,0,0,1,1,0,1
11,86.47,955.16,0,2,0,1,0,1
31,75.78,2500.01,0,1,0,1,3,1
12,66.49,824.47,0,1,0,1,2,1
30,67.63,2050.09,0,1,0,0,1,1
19,90.92,1881.57,1,1,0,0,0,0
17,112.71,1774.38,2,1,1,0,3,1
59,27.22,1764.32,0,1,0,0,1,1
62,19.97,1152.57,0,0,0,1,0,1
5,99.38,494.93,0,2,0,1,3,1
31,28.93,848.65,2,1,0,1,1,1
42,117.66,4716.29,0,0,0,1,0,1
1,80.55,82.67,2,1,0,0,0,1
59,83.74,4480.89,0,0,1,1,0,1
22,38.09,911.85,2,0,0,1,0,0
30,42.27,1212.21,0,1,0,0,0,1
4,84.59,322.97,0,1,0,0,3,1
33,109.88,3889.7,0,2,0,1,1,1
9,117.22,1110.86,0,2,0,0,0,1
1,38.0,39.31,2,0,1,1,1,0
10,31.55,293.19,1,1,0,0,0,1
49,23.7,1223.92,0,2,1,0,3,0
30,105.7,3082.7,2,0,0,0,3,0
55,47.77,2886.87,0,1,1,1,1,1
8,18.18,150.42,2,2,0,0,0,0
20,40.61,866.76,0,1,0,1,3,1
27,52.38,1480.39,2,0,0,0,0,0
61,118.09,7339.26,0,2,1,0,0,0
6,70.88,443.68,0,2,0,0,2,1
15,38.68,591.51,0,1,0,0,3,1
3,51.82,141.51,0,1,0,1,1,1
3,51.36,149.32,1,2,0,1,1,0
39,19.99,750.99,0,0,0,0,0,0
16,31.65,528.07,2,0,0,0,0,0
51,88.21,4567.25,2,1,0,1,0,0
51,30.15,1571.63,2,2,0,1,2,0
35,41.3,1545.81,2,2,0,1,0,0
37,53.42,1986.54,2,1,1,0,0,0
49,94.53,4370.98,2,1,0,0,1,0
62,76.82,4298.41,2,0,0,1,2,0
62,87.59,5060.75,0,2,1,0,1,1
61,75.27,4160.4,2,1,0,1,2,0
6,87.04,494.78,2,2,0,0,2,0
26,18.29,488.38,1,1,0,0,3,1
13,112.02,1354.74,0,1,0,0,3,1
70,29.2,1873.09,0,2,0,1,3,1
4,59.03,258.36,2,1,0,1,1,1
54,95.87,5691.47,2,0,0,0,3,0
1,61.96,63.66,0,0,0,0,3,1
61,113.63,6388.79,0,2,0,1,1,0
20,65.23,1388.49,0,1,0,0,2,1
20,106.37,2144.08,1,1,0,1,2,0
9,99.89,841.85,0,0,1,1,0,1
57,117.08,6774.59,1,1,1,0,0,0
38,111.58,3849.43,2,1,0,0,3,1
4,108.71,475.93,1,0,1,1,1,0
64,91.89,6264.36,0,2,0,0,2,1
12,55.07,629.22,2,1,1,0,1,0
52,28.72,1469.22,1,0,0,0,0,0
44,87.55,3771.52,0,1,0,1,3,1
31,116.84,3883.91,0,0,0,1,0,1
35,91.39,3105.66,1,1,0,1,0,1
59,111.8,5999.88,2,0,0,0,2,0
10,99.23,935.68,2,2,0,1,1,0
62,34.47,2015.57,0,1,0,0,2,1
20,43.17,940.97,0,1,0,0,2,1
51,52.53,2906.24,0,1,0,1,0,1
54,34.99,1814.11,1,1,0,1,3,0
25,76.75,1727.94,2,0,0,0,0,0
67,116.52,7833.38,0,2,0,1,1,1
33,94.91,3318.22,0,1,0,0,3,1
51,60.76,2955.35,2,0,0,1,2,0
51,18.45,929.48,2,1,0,1,1,0
28,49.64,1298.96,0,1,1,0,1,1
37,71.2,2543.46,2,2,0,0,1,0
41,50.75,2188.47,1,0,0,0,1,0
20,29.21,575.82,0,0,0,1,0,0
41,62.72,2544.4,0,0,0,1,1,0
12,43.58,553.24,0,0,0,0,0,0
63,109.83,7283.21,0,1,1,1,3,1
16,28.28,424.17,1,1,0,1,1,0
8,22.96,180.57,0,0,0,0,0,0
40,18.54,793.34,0,0,0,1,1,0
0,51.14,0.0,0,1,0,1,3,1
1,84.7,87.44,0,1,0,0,2,1
59,91.77,5204.31,1,2,1,1,3,0
47,63.78,2733.6,0,0,0,0,2,0
28,87.12,2275.87,0,0,0,1,0,1
9,54.35,479.54,2,1,0,0,3,1
57,85.45,4727.91,0,2,1,0,0,1
59,22.1,1407.08,1,1,0,1,3,0
20,57.47,1159.89,0,0,1,1,1,0
27,97.88,2709.97,2,1,0,0,2,1
33,99.1,3393.71,2,1,1,1,1,1
7,90.33,636.31,0,1,1,1,0,1
58,38.63,2361.37,1,0,1,0,1,0
71,42.97,3223.61,0,1,0,1,2,0
48,118.6,5523.59,2,1,0,1,2,1
16,28.44,417.25,0,0,0,1,2,0
59,36.25,2346.79,2,1,0,1,2,0
44,31.13,1408.79,0,1,0,1,2,0
68,51.09,3619.28,1,1,0,1,0,1
31,39.23,1278.57,2,0,1,1,1,0
43,68.27,3001.93,2,2,0,0,3,0
64,66.08,4204.51,0,0,0,1,1,0
7,109.05,837.34,0,0,0,0,1,1
71,21.51,1596.75,0,2,0,1,0,1
42,50.31,2259.18,0,2,0,1,0,0
0,78.26,0.0,0,0,0,1,0,1
50,79.08,4274.1,0,2,0,0,0,1
23,66.49,1600.27,0,0,0,1,1,0
23,100.38,2422.39,0,1,0,0,2,1
16,24.33,357.12,0,0,0,0,2,0
4,100.36,410.87,0,1,0,1,0,1
19,67.97,1248.87,0,1,1,0,3,1
20,31.51,651.5,1,1,0,1,1,0
57,107.46,6208.79,0,1,0,0,1,1
30,83.57,2312.14,0,1,0,1,3,1
10,34.52,347.27,0,2,1,1,0,1
51,21.4,1080.76,0,0,1,1,1,0
14,32.25,476.46,1,0,0,1,3,0
6,79.49,477.19,0,1,0,1,2,1
27,36.11,971.3,0,0,0,0,3,0
50,40.8,2129.55,2,1,0,0,3,0
57,20.54,1210.26,2,1,0,1,0,0
4,91.02,399.89,0,0,0,1,1,1
4,99.85,387.57,0,2,0,1,3,1
7,98.48,715.33,0,0,0,1,1,1
63,30.88,1815.97,0,0,0,0,1,0
9,109.23,1042.95,0,0,0,0,0,1
37,85.9,3360.2,1,0,0,0,2,0
7,108.65,794.9,0,1,0,1,1,1
24,63.16,1400.35,2,1,0,1,0,0
65,62.13,4432.23,0,1,0,1,0,0
49,97.24,5186.55,0,2,0,1,3,1
66,27.42,1762.7,2,0,0,0,1,0
48,70.61,3441.69,0,0,0,0,0,0
35,102.47,3865.39,0,2,0,0,2,0
67,101.85,6816.64,0,0,0,0,3,1
40,114.57,4673.69,0,2,0,0,2,1
61,88.53,5511.84,0,2,0,0,0,1
9,38.98,361.29,0,2,0,1,3,1
20,20.05,407.06,0,1,0,1,1,1
35,66.42,2280.97,0,0,0,0,3,0
11,69.88,774.75,2,1,0,1,3,0
1,42.27,45.41,0,1,0,0,2,1
12,30.59,393.81,0,0,0,1,1,0
52,77.21,4233.77,2,2,0,0,0,0
31,95.19,2900.2,1,0,0,1,2,0
15,118.31,1876.15,0,1,0,0,1,1
31,94.59,2866.52,0,2,0,1,0,1
31,98.16,3142.81,1,0,0,1,3,0
10,80.26,813.42,0,0,0,1,1,1
9,117.58,1015.9,1,0,0,1,2,0
14,82.64,1146.06,2,0,0,0,0,0
16,104.89,1789.13,0,0,1,0,0,1
39,113.52,4792.75,0,0,0,0,1,1
17,111.92,1790.5,1,0,0,1,1,0
54,56.52,3025.35,0,2,0,0,3,1
24,25.94,614.28,0,2,0,0,0,0
58,35.36,2046.37,0,1,0,1,3,1
21,23.98,551.58,1,0,0,1,3,0
29,28.65,833.96,1,0,0,0,2,0
43,36.65,1679.99,2,1,0,1,2,0
31,52.45,1679.26,2,1,0,0,1,0
50,72.9,3358.64,0,2,0,0,1,0
45,89.88,4202.87,1,0,0,1,1,0
20,39.3,809.12,0,1,0,1,2,1
31,85.92,2801.21,2,1,0,1,3,1
38,89.13,3098.68,0,2,0,1,3,1
11,74.42,776.27,0,1,0,0,2,1
46,109.27,5297.13,2,1,0,1,1,0
17,29.21,483.72,0,1,0,1,1,1
20,35.89,776.78,2,2,0,0,3,0
12,61.3,738.2,1,0,0,1,0,0
20,30.8,554.53,0,0,0,1,0,1
7,75.2,547.33,0,1,0,0,0,1
45,58.24,2627.86,2,0,0,1,0,0
6,46.74,270.18,0,1,0,1,1,1
22,35.17,699.53,1,2,0,0,2,0
21,51.87,1023.64,1,1,0,0,2,0
21,79.4,1554.55,2,1,0,1,0,0
28,76.15,2167.53,1,1,0,0,2,0
12,34.53,436.7,1,2,0,1,3,0
1,30.62,28.99,2,2,0,1,0,0
28,20.69,602.23,2,1,0,0,1,0
51,19.25,1060.26,1,1,0,1,0,0
26,106.86,2845.92,0,0,0,1,3,1
49,22.55,1165.87,0,1,0,1,2,1
22,91.85,1901.17,1,0,0,1,2,0
43,106.07,4173.27,0,0,0,1,2,1
21,27.9,570.13,0,1,0,1,1,1
42,62.07,2715.91,0,1,0,0,0,1
36,115.19,4301.18,1,0,0,1,1,0
60,102.25,6693.38,0,2,0,0,3,1
55,67.46,3806.75,0,1,1,0,1,1
2,95.02,186.67,0,1,1,0,0,1
62,102.17,6710.98,2,1,0,1,2,1
18,53.15,890.32,0,1,0,1,2,1
22,108.11,2527.32,0,0,0,1,2,1
28,65.52,1785.37,0,2,1,1,2,1
29,71.31,1924.89,0,0,0,1,1,0
38,118.97,4215.38,2,1,0,1,0,0
24,103.17,2715.57,1,0,0,1,0,0
7,54.54,391.19,0,1,0,1,0,1
57,19.04,1014.58,0,0,0,0,1,0
15,81.24,1162.19,2,1,0,0,2,1
71,89.1,6164.25,0,0,0,0,2,1
0,83.73,0.0,0,2,0,0,0,1
4,115.75,426.74,0,2,0,1,2,1
2,105.16,221.33,0,1,0,1,1,1
64,63.33,4285.67,0,1,1,1,3,1
3,24.35,80.18,1,1,0,1,2,0
63,66.08,3803.02,0,0,0,0,3,1
9,87.61,849.86,0,0,0,1,3,1
20,79.38,1529.56,0,0,0,0,3,0
45,72.35,3143.65,0,1,0,1,2,1
26,65.35,1572.44,0,0,0,1,3,0
65,47.67,3399.92,0,0,0,1,2,0
40,46.01,2017.44,0,1,0,1,0,1
12,68.52,882.24,2,0,0,1,1,0
8,34.22,251.35,1,0,0,0,3,0
35,52.41,1959.69,0,2,0,1,3,0
57,50.72,2968.87,0,1,0,1,0,1
53,77.3,3792.73,1,0,0,1,1,0
11,24.73,259.07,0,0,0,0,0,1
13,101.8,1373.48,0,1,1,1,1,1
33,74.8,2618.2,1,0,0,0,3,0
52,85.75,4769.42,2,2,0,0,1,0
19,89.01,1706.02,0,1,1,1,0,1
15,47.44,716.53,0,2,0,1,3,1
69,65.51,4686.72,2,2,0,1,0,0
55,114.58,6651.94,0,1,0,0,3,1
57,95.44,5081.67,2,1,0,1,2,0
3,115.93,364.47,0,2,0,1,3,1
3,93.37,271.24,0,1,1,1,1,1
19,35.74,663.27,0,0,0,1,1,0
9,24.52,202.04,2,1,0,1,1,1
23,76.34,1786.87,2,0,0,1,1,0
25,54.14,1243.44,0,1,0,1,1,1
36,45.82,1785.82,1,1,1,1,2,0
53,99.53,5402.72,1,2,0,1,3,0
20,55.07,1209.4,1,1,0,0,3,0
37,50.02,1756.59,2,2,0,0,2,0
45,103.85,4841.11,0,0,0,0,2,0
3,103.48,339.28,0,1,0,1,1,1
59,53.99,3057.09,2,2,0,0,0,0
56,102.08,5254.96,2,1,0,1,0,0
44,103.93,4695.45,0,1,1,0,1,1
19,60.82,1124.63,0,0,0,1,2,0
16,24.71,377.42,2,1,0,1,3,0
70,18.16,1396.69,0,2,0,0,0,0
3,70.85,223.35,1,0,0,1,0,0
13,52.75,683.75,0,1,1,1,2,1
2,118.71,216.05,2,1,0,0,1,1
57,96.01,5135.04,0,0,0,1,3,1
54,94.89,4917.85,0,1,0,1,1,1
3,114.48,342.56,0,0,0,1,1,1
23,107.66,2474.82,2,0,0,1,1,0
33,50.14,1497.34,1,2,1,1,1,0
29,34.76,1097.42,2,1,1,1,0,0
18,93.34,1694.5,0,0,0,1,2,0
30,56.21,1524.32,2,2,0,1,3,0
59,65.79,4037.91,2,0,0,0,0,0
59,81.67,4405.44,1,2,0,0,3,0
18,109.7,2061.94,2,1,0,1,3,0
48,60.33,3012.54,0,1,0,1,0,1
62,97.12,6605.43,1,0,0,1,0,0
21,45.1,917.18,2,0,0,1,3,0
23,88.5,1890.71,2,0,0,0,3,0
29,18.16,483.65,1,1,0,1,2,0
57,106.02,5525.52,0,1,0,1,0,1
30,21.07,671.33,1,0,0,1,0,0
63,89.99,5917.18,0,1,0,1,3,1
18,22.67,446.9,0,0,0,1,3,0
47,44.89,2029.31,2,1,0,0,1,0
44,68.22,3183.64,0,0,0,1,3,1
54,60.41,2996.61,0,1,1,1,3,1
54,37.38,2181.57,1,1,0,1,2,0
17,51.72,800.43,0,2,0,1,3,0
62,91.5,5999.63,0,0,0,1,1,0
46,85.59,3785.45,0,0,0,1,1,0
56,25.25,1323.84,0,0,0,0,0,0
44,93.48,4281.36,0,0,1,1,1,1
32,23.36,806.71,0,0,0,0,0,0
16,72.84,1227.0,0,1,0,0,3,1
69,44.27,2940.45,0,1,1,0,1,1
3,77.36,225.28,0,2,0,1,2,1
19,44.39,791.0,2,1,1,0,2,0
46,117.48,5754.33,0,1,1,0,1,1
14,49.28,635.71,1,2,1,1,0,0
69,42.44,3164.51,0,1,0,1,0,1
46,46.12,2164.43,1,1,0,1,0,0
8,108.54,883.75,1,2,0,1,1,0
15,82.26,1317.27,0,2,0,1,3,1
68,91.8,6451.56,0,1,1,1,3,1
60,110.72,6383.1,0,1,0,0,3,1
9,110.1,961.08,1,1,0,1,0,1
49,92.63,4242.08,0,1,0,1,1,1
2,37.98,75.41,2,2,0,0,2,0
69,103.18,6564.33,0,0,0,1,3,1
50,38.58,1988.04,0,2,1,1,3,1
18,93.03,1563.76,1,1,0,1,0,0
41,87.25,3837.62,2,0,0,1,3,0
34,94.65,3347.12,0,2,0,0,1,1
45,71.8,3483.99,1,1,0,1,3,0
25,82.51,1892.38,0,0,0,1,0,1
68,114.29,8235.71,1,2,0,0,1,0
63,28.21,1912.59,2,1,0,1,0,0
36,49.19,1609.54,2,1,0,1,2,0
48,79.75,4210.09,0,2,0,0,3,0
20,115.37,2215.4,0,2,0,1,1,1
63,27.65,1641.52,1,2,0,0,1,0
4,20.28,79.74,0,1,0,1,3,1
69,23.63,1470.24,1,1,0,0,2,0
3,23.29,75.26,0,0,0,0,2,1
38,109.69,3975.22,0,1,0,0,3,1
34,90.85,3102.24,2,2,0,1,3,0
0,86.39,0.0,0,1,0,1,3,1
